season_year,source_file,table_index,row_index,cell_count,cell_1,cell_1_url,cell_2,cell_2_url,cell_3,cell_3_url,cell_4,cell_4_url,cell_5,cell_5_url,cell_6,cell_6_url,cell_7,cell_7_url,cell_8,cell_8_url
2003,2003_wisconsin_challenge_series.html,3,63,8,63,,Jeff Way,https://www.thethirdturn.com/wiki/Jeff_Way,97,,1,https://www.thethirdturn.com/wiki/Jeff_Way/Results/Wisconsin_Challenge_Series/2003,0,,0,,1,,,
2003,2003_wisconsin_challenge_series.html,3,64,8,64,,Jeff Steenbergen,https://www.thethirdturn.com/wiki/Jeff_Steenbergen,96,,0,https://www.thethirdturn.com/wiki/Jeff_Steenbergen/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,65,8,65,,Rich Loch,https://www.thethirdturn.com/wiki/Rich_Loch,94,,1,https://www.thethirdturn.com/wiki/Rich_Loch/Results/Wisconsin_Challenge_Series/2003,0,,0,,1,,,
2003,2003_wisconsin_challenge_series.html,3,66,8,66,,Don Turner,https://www.thethirdturn.com/wiki/Don_Turner_(WI),94,,0,https://www.thethirdturn.com/wiki/Don_Turner_(WI)/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,67,8,67,,Jon Hornby,https://www.thethirdturn.com/wiki/Jon_Hornby,91,,1,https://www.thethirdturn.com/wiki/Jon_Hornby/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,68,8,68,,Steve Rubeck,https://www.thethirdturn.com/wiki/Steve_Rubeck,90,,1,https://www.thethirdturn.com/wiki/Steve_Rubeck/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,69,8,69,,Joe Fischer,https://www.thethirdturn.com/wiki/Joe_Fischer,90,,1,https://www.thethirdturn.com/wiki/Joe_Fischer/Results/Wisconsin_Challenge_Series/2003,0,,0,,1,,,
2003,2003_wisconsin_challenge_series.html,3,70,8,70,,Mike Budleski,https://www.thethirdturn.com/wiki/Mike_Budleski,89,,0,https://www.thethirdturn.com/wiki/Mike_Budleski/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,71,8,71,,Scott Patrick,https://www.thethirdturn.com/wiki/Scott_Patrick,84,,1,https://www.thethirdturn.com/wiki/Scott_Patrick/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,72,8,72,,Wayne Mackesy,https://www.thethirdturn.com/wiki/Wayne_Mackesy,82,,0,https://www.thethirdturn.com/wiki/Wayne_Mackesy/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,73,8,73,,Travis Dassow,https://www.thethirdturn.com/wiki/Travis_Dassow,81,,1,https://www.thethirdturn.com/wiki/Travis_Dassow/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,74,8,74,,Gerry Junget,https://www.thethirdturn.com/wiki/Gerry_Junget,81,,1,https://www.thethirdturn.com/wiki/Gerry_Junget/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,75,8,75,,Jeff Van Oudenhoven,https://www.thethirdturn.com/wiki/Jeff_Van_Oudenhoven,79,,1,https://www.thethirdturn.com/wiki/Jeff_Van_Oudenhoven/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,76,8,76,,Mike Witberler,https://www.thethirdturn.com/wiki/Mike_Witberler,79,,0,https://www.thethirdturn.com/wiki/Mike_Witberler/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,77,8,77,,Chad Holm,https://www.thethirdturn.com/wiki/Chad_Holm,78,,0,https://www.thethirdturn.com/wiki/Chad_Holm/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,78,8,78,,Terry Baldry,https://www.thethirdturn.com/wiki/Terry_Baldry,78,,1,https://www.thethirdturn.com/wiki/Terry_Baldry/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,79,8,79,,Benjamin Brinkman,https://www.thethirdturn.com/wiki/Benjamin_Brinkman,75,,1,https://www.thethirdturn.com/wiki/Benjamin_Brinkman/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,80,8,80,,"Ed Wolff, III","https://www.thethirdturn.com/wiki/Ed_Wolff,_III",74,,0,"https://www.thethirdturn.com/wiki/Ed_Wolff,_III/Results/Wisconsin_Challenge_Series/2003",0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,81,8,81,,"Jim Sauter, Jr.","https://www.thethirdturn.com/wiki/Jim_Sauter,_Jr.",72,,1,"https://www.thethirdturn.com/wiki/Jim_Sauter,_Jr./Results/Wisconsin_Challenge_Series/2003",0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,82,8,82,,Wayne Breitenfeldt,https://www.thethirdturn.com/wiki/Wayne_Breitenfeldt,72,,1,https://www.thethirdturn.com/wiki/Wayne_Breitenfeldt/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,83,8,83,,Landry Potter,https://www.thethirdturn.com/wiki/Landry_Potter,71,,1,https://www.thethirdturn.com/wiki/Landry_Potter/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,84,8,84,,Tom Lichtfeld,https://www.thethirdturn.com/wiki/Tom_Lichtfeld,70,,1,https://www.thethirdturn.com/wiki/Tom_Lichtfeld/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,85,8,85,,"Eugene Gregorich, Jr.","https://www.thethirdturn.com/wiki/Eugene_Gregorich,_Jr.",69,,1,"https://www.thethirdturn.com/wiki/Eugene_Gregorich,_Jr./Results/Wisconsin_Challenge_Series/2003",0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,86,8,86,,Tony Strupp,https://www.thethirdturn.com/wiki/Tony_Strupp,68,,1,https://www.thethirdturn.com/wiki/Tony_Strupp/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,87,8,87,,Jerry Gille,https://www.thethirdturn.com/wiki/Jerry_Gille,60,,1,https://www.thethirdturn.com/wiki/Jerry_Gille/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,88,8,88,,Neil Knoblock,https://www.thethirdturn.com/wiki/Neil_Knoblock,57,,1,https://www.thethirdturn.com/wiki/Neil_Knoblock/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,89,8,89,,Eddie May,https://www.thethirdturn.com/wiki/Eddie_May,57,,1,https://www.thethirdturn.com/wiki/Eddie_May/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,90,8,90,,Jeff Richards,https://www.thethirdturn.com/wiki/Jeff_Richards,47,,0,https://www.thethirdturn.com/wiki/Jeff_Richards/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,91,8,91,,Chris Ratajczyk,https://www.thethirdturn.com/wiki/Chris_Ratajczyk,47,,0,https://www.thethirdturn.com/wiki/Chris_Ratajczyk/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,92,8,92,,Monte Gress,https://www.thethirdturn.com/wiki/Monte_Gress,47,,0,https://www.thethirdturn.com/wiki/Monte_Gress/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,93,8,93,,Brian Paszek,https://www.thethirdturn.com/wiki/Brian_Paszek,44,,0,https://www.thethirdturn.com/wiki/Brian_Paszek/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,94,8,94,,Andy Monday,https://www.thethirdturn.com/wiki/Andy_Monday,44,,0,https://www.thethirdturn.com/wiki/Andy_Monday/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,95,8,95,,Terry Violetto,https://www.thethirdturn.com/wiki/Terry_Violetto,42,,0,https://www.thethirdturn.com/wiki/Terry_Violetto/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,96,8,96,,John Wasserberger,https://www.thethirdturn.com/wiki/John_Wasserberger,42,,0,https://www.thethirdturn.com/wiki/John_Wasserberger/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,97,8,97,,Mark Van,https://www.thethirdturn.com/wiki/Mark_Van,42,,0,https://www.thethirdturn.com/wiki/Mark_Van/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,98,8,98,,Brady Baldry,https://www.thethirdturn.com/wiki/Brady_Baldry,42,,0,https://www.thethirdturn.com/wiki/Brady_Baldry/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,99,8,99,,Rob Retallick,https://www.thethirdturn.com/wiki/Rob_Retallick,40,,0,https://www.thethirdturn.com/wiki/Rob_Retallick/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,100,8,100,,Greg Back,https://www.thethirdturn.com/wiki/Greg_Back,40,,0,https://www.thethirdturn.com/wiki/Greg_Back/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,101,8,101,,Bo Bennish,https://www.thethirdturn.com/wiki/Bo_Bennish,40,,0,https://www.thethirdturn.com/wiki/Bo_Bennish/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,102,8,102,,Joel Schultz,https://www.thethirdturn.com/wiki/Joel_Schultz,38,,0,https://www.thethirdturn.com/wiki/Joel_Schultz/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,103,8,103,,Kurt Waush,https://www.thethirdturn.com/wiki/Kurt_Waush,36,,0,https://www.thethirdturn.com/wiki/Kurt_Waush/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,104,8,104,,Paul Knoblock,https://www.thethirdturn.com/wiki/Paul_Knoblock,34,,0,https://www.thethirdturn.com/wiki/Paul_Knoblock/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,105,8,105,,Mike Schneider,https://www.thethirdturn.com/wiki/Mike_Schneider,34,,0,https://www.thethirdturn.com/wiki/Mike_Schneider/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,106,8,106,,Brian Back,https://www.thethirdturn.com/wiki/Brian_Back,34,,0,https://www.thethirdturn.com/wiki/Brian_Back/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,107,8,107,,Luke Westenberg,https://www.thethirdturn.com/wiki/Luke_Westenberg,32,,0,https://www.thethirdturn.com/wiki/Luke_Westenberg/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,108,8,108,,David Hoppa,https://www.thethirdturn.com/wiki/David_Hoppa,32,,0,https://www.thethirdturn.com/wiki/David_Hoppa/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,109,8,109,,Troy Nelson,https://www.thethirdturn.com/wiki/Troy_Nelson,32,,0,https://www.thethirdturn.com/wiki/Troy_Nelson/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,110,8,110,,"John Totzke, Jr.","https://www.thethirdturn.com/wiki/John_Totzke,_Jr.",32,,0,"https://www.thethirdturn.com/wiki/John_Totzke,_Jr./Results/Wisconsin_Challenge_Series/2003",0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,111,8,111,,Steve Dobbratz,https://www.thethirdturn.com/wiki/Steve_Dobbratz,26,,0,https://www.thethirdturn.com/wiki/Steve_Dobbratz/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,112,8,112,,Ross Kurth,https://www.thethirdturn.com/wiki/Ross_Kurth,22,,0,https://www.thethirdturn.com/wiki/Ross_Kurth/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,113,8,113,,Scotty Ollerman,https://www.thethirdturn.com/wiki/Scotty_Ollerman,3,,0,https://www.thethirdturn.com/wiki/Scotty_Ollerman/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,114,8,114,,Kirby Kurth,https://www.thethirdturn.com/wiki/Kirby_Kurth,3,,0,https://www.thethirdturn.com/wiki/Kirby_Kurth/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2003,2003_wisconsin_challenge_series.html,3,115,8,115,,Billy Baumeister,https://www.thethirdturn.com/wiki/Billy_Baumeister,0,,0,https://www.thethirdturn.com/wiki/Billy_Baumeister/Results/Wisconsin_Challenge_Series/2003,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,0,0,3,<<< Previous Season,https://www.thethirdturn.com/wiki/2003_Wisconsin_Challenge_Series_Central,VIEW ALL SEASONS FOR THIS SERIES,https://www.thethirdturn.com/wiki/Wisconsin_Challenge_Series_Central,Next Season >>>,https://www.thethirdturn.com/wiki/2005_Wisconsin_Challenge_Series_Central,,,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,0,1,RACE LISTINGS,,,,,,,,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,1,4,Race,,Date,,Track,,Winner,,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,2,4,1,https://www.thethirdturn.com/wiki/2004_Spring_Thaw_100,10 April 2004,,"Wisconsin Dells, WI",https://www.thethirdturn.com/wiki/Dells_Raceway_Park,Erik Darnell,https://www.thethirdturn.com/wiki/Erik_Darnell,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,3,4,2,https://www.thethirdturn.com/wiki/2004_Memorial_100,31 May 2004,,"Plover, WI",https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Charlie Menard,https://www.thethirdturn.com/wiki/Charlie_Menard,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,4,4,3,https://www.thethirdturn.com/wiki/2004_First_Supply_100,6 June 2004,,"Cambridge, WI",https://www.thethirdturn.com/wiki/Jefferson_Speedway,Jason Schuler,https://www.thethirdturn.com/wiki/Jason_Schuler,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,5,4,4,https://www.thethirdturn.com/wiki/2004_Thomas_Electric_75,19 June 2004,,"Marshfield, WI",https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Adam Royle,https://www.thethirdturn.com/wiki/Adam_Royle,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,6,4,5,https://www.thethirdturn.com/wiki/2004_Creek_Classic_100,25 July 2004,,"Francis Creek, WI",https://www.thethirdturn.com/wiki/141_Speedway,Adam Royle,https://www.thethirdturn.com/wiki/Adam_Royle,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,7,4,6,https://www.thethirdturn.com/wiki/2004_Sands_100,30 July 2004,,"Plover, WI",https://www.thethirdturn.com/wiki/Golden_Sands_Speedway,Charlie Menard,https://www.thethirdturn.com/wiki/Charlie_Menard,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,8,4,7,https://www.thethirdturn.com/wiki/2004_Spring_Fling_Redeux,15 August 2004,,"Columbus, WI",https://www.thethirdturn.com/wiki/Columbus_151_Speedway,Mark Eswein,https://www.thethirdturn.com/wiki/Mark_Eswein,,,,,,,,
2004,2004_wisconsin_challenge_series.html,1,9,4,8,https://www.thethirdturn.com/wiki/2004_Rainbow_Bingo_%26_Casino_Championship_80,11 September 2004,,"Marshfield, WI",https://www.thethirdturn.com/wiki/Marshfield_Motor_Speedway,Terry Baldry,https://www.thethirdturn.com/wiki/Terry_Baldry,,,,,,,,
2004,2004_wisconsin_challenge_series.html,2,0,1,FINAL POINT STANDINGS,,,,,,,,,,,,,,,
2004,2004_wisconsin_challenge_series.html,3,0,8,Fin,,Driver,,Pts,,St,,W,,T5,,T10,,Pole,
2004,2004_wisconsin_challenge_series.html,3,1,8,1,,Mark Eswein,https://www.thethirdturn.com/wiki/Mark_Eswein,906,,8,https://www.thethirdturn.com/wiki/Mark_Eswein/Results/Wisconsin_Challenge_Series/2004,1,,5,,6,,,
2004,2004_wisconsin_challenge_series.html,3,2,8,2,,Adam Royle,https://www.thethirdturn.com/wiki/Adam_Royle,825,,7,https://www.thethirdturn.com/wiki/Adam_Royle/Results/Wisconsin_Challenge_Series/2004,2,,5,,5,,,
2004,2004_wisconsin_challenge_series.html,3,3,8,3,,Jason Weinkauf,https://www.thethirdturn.com/wiki/Jason_Weinkauf,772,,7,https://www.thethirdturn.com/wiki/Jason_Weinkauf/Results/Wisconsin_Challenge_Series/2004,0,,2,,5,,,
2004,2004_wisconsin_challenge_series.html,3,4,8,4,,Don Turner,https://www.thethirdturn.com/wiki/Don_Turner_(WI),756,,8,https://www.thethirdturn.com/wiki/Don_Turner_(WI)/Results/Wisconsin_Challenge_Series/2004,0,,2,,6,,,
2004,2004_wisconsin_challenge_series.html,3,5,8,5,,Chris Weinkauf,https://www.thethirdturn.com/wiki/Chris_Weinkauf,741,,8,https://www.thethirdturn.com/wiki/Chris_Weinkauf/Results/Wisconsin_Challenge_Series/2004,0,,3,,4,,,
2004,2004_wisconsin_challenge_series.html,3,6,8,6,,Charlie Menard,https://www.thethirdturn.com/wiki/Charlie_Menard,690,,6,https://www.thethirdturn.com/wiki/Charlie_Menard/Results/Wisconsin_Challenge_Series/2004,2,,6,,6,,,
2004,2004_wisconsin_challenge_series.html,3,7,8,7,,Jeremy Lepak,https://www.thethirdturn.com/wiki/Jeremy_Lepak,660,,7,https://www.thethirdturn.com/wiki/Jeremy_Lepak/Results/Wisconsin_Challenge_Series/2004,0,,2,,3,,,
2004,2004_wisconsin_challenge_series.html,3,8,8,8,,Kenny Reiser,https://www.thethirdturn.com/wiki/Kenny_Reiser,641,,7,https://www.thethirdturn.com/wiki/Kenny_Reiser/Results/Wisconsin_Challenge_Series/2004,0,,0,,3,,,
2004,2004_wisconsin_challenge_series.html,3,9,8,9,,M.G. Gajewski,https://www.thethirdturn.com/wiki/M.G._Gajewski,555,,6,https://www.thethirdturn.com/wiki/M.G._Gajewski/Results/Wisconsin_Challenge_Series/2004,0,,0,,1,,,
2004,2004_wisconsin_challenge_series.html,3,10,8,10,,"Brian Johnson, Jr.","https://www.thethirdturn.com/wiki/Brian_Johnson,_Jr.",527,,6,"https://www.thethirdturn.com/wiki/Brian_Johnson,_Jr./Results/Wisconsin_Challenge_Series/2004",0,,0,,1,,,
2004,2004_wisconsin_challenge_series.html,3,11,8,11,,Terry Baldry,https://www.thethirdturn.com/wiki/Terry_Baldry,522,,4,https://www.thethirdturn.com/wiki/Terry_Baldry/Results/Wisconsin_Challenge_Series/2004,1,,2,,3,,,
2004,2004_wisconsin_challenge_series.html,3,12,8,12,,Jeff Weinfurter,https://www.thethirdturn.com/wiki/Jeff_Weinfurter,510,,5,https://www.thethirdturn.com/wiki/Jeff_Weinfurter/Results/Wisconsin_Challenge_Series/2004,0,,2,,3,,,
2004,2004_wisconsin_challenge_series.html,3,13,8,13,,Terry Van Roy,https://www.thethirdturn.com/wiki/Terry_Van_Roy,483,,6,https://www.thethirdturn.com/wiki/Terry_Van_Roy/Results/Wisconsin_Challenge_Series/2004,0,,1,,1,,,
2004,2004_wisconsin_challenge_series.html,3,14,8,14,,Jeff Kendall,https://www.thethirdturn.com/wiki/Jeff_Kendall,448,,4,https://www.thethirdturn.com/wiki/Jeff_Kendall/Results/Wisconsin_Challenge_Series/2004,0,,1,,4,,,
2004,2004_wisconsin_challenge_series.html,3,15,8,15,,John Zimmerman,https://www.thethirdturn.com/wiki/John_Zimmerman_(WI),435,,6,https://www.thethirdturn.com/wiki/John_Zimmerman_(WI)/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,16,8,16,,Dean LaPointe,https://www.thethirdturn.com/wiki/Dean_LaPointe,399,,3,https://www.thethirdturn.com/wiki/Dean_LaPointe/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,17,8,17,,Andy Tomlinson,https://www.thethirdturn.com/wiki/Andy_Tomlinson,368,,1,https://www.thethirdturn.com/wiki/Andy_Tomlinson/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,18,8,18,,Ryan Mathews,https://www.thethirdturn.com/wiki/Ryan_Mathews,359,,3,https://www.thethirdturn.com/wiki/Ryan_Mathews/Results/Wisconsin_Challenge_Series/2004,0,,1,,3,,,
2004,2004_wisconsin_challenge_series.html,3,19,8,19,,Brandon Selle,https://www.thethirdturn.com/wiki/Brandon_Selle,342,,2,https://www.thethirdturn.com/wiki/Brandon_Selle/Results/Wisconsin_Challenge_Series/2004,0,,0,,1,,,
2004,2004_wisconsin_challenge_series.html,3,20,8,20,,Scott Broughton,https://www.thethirdturn.com/wiki/Scott_Broughton,331,,3,https://www.thethirdturn.com/wiki/Scott_Broughton/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,21,8,21,,Todd Stapleman,https://www.thethirdturn.com/wiki/Todd_Stapleman,331,,3,https://www.thethirdturn.com/wiki/Todd_Stapleman/Results/Wisconsin_Challenge_Series/2004,0,,1,,2,,,
2004,2004_wisconsin_challenge_series.html,3,22,8,22,,Kurt Guralski,https://www.thethirdturn.com/wiki/Kurt_Guralski,318,,1,https://www.thethirdturn.com/wiki/Kurt_Guralski/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,23,8,23,,Dean Schultz,https://www.thethirdturn.com/wiki/Dean_Schultz,314,,2,https://www.thethirdturn.com/wiki/Dean_Schultz/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,24,8,24,,Gary Back,https://www.thethirdturn.com/wiki/Gary_Back,290,,3,https://www.thethirdturn.com/wiki/Gary_Back/Results/Wisconsin_Challenge_Series/2004,0,,2,,2,,,
2004,2004_wisconsin_challenge_series.html,3,25,8,25,,"Jim Sauter, Jr.","https://www.thethirdturn.com/wiki/Jim_Sauter,_Jr.",289,,2,"https://www.thethirdturn.com/wiki/Jim_Sauter,_Jr./Results/Wisconsin_Challenge_Series/2004",0,,1,,1,,,
2004,2004_wisconsin_challenge_series.html,3,26,8,26,,Tony Strupp,https://www.thethirdturn.com/wiki/Tony_Strupp,276,,3,https://www.thethirdturn.com/wiki/Tony_Strupp/Results/Wisconsin_Challenge_Series/2004,0,,1,,1,,,
2004,2004_wisconsin_challenge_series.html,3,27,8,27,,Jeff Storm,https://www.thethirdturn.com/wiki/Jeff_Storm,270,,2,https://www.thethirdturn.com/wiki/Jeff_Storm/Results/Wisconsin_Challenge_Series/2004,0,,1,,2,,,
2004,2004_wisconsin_challenge_series.html,3,28,8,28,,Elliott Weiler,https://www.thethirdturn.com/wiki/Elliott_Weiler,268,,3,https://www.thethirdturn.com/wiki/Elliott_Weiler/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,29,8,29,,Jason Schuler,https://www.thethirdturn.com/wiki/Jason_Schuler,238,,2,https://www.thethirdturn.com/wiki/Jason_Schuler/Results/Wisconsin_Challenge_Series/2004,1,,1,,2,,,
2004,2004_wisconsin_challenge_series.html,3,30,8,30,,"John Totzke, Jr.","https://www.thethirdturn.com/wiki/John_Totzke,_Jr.",234,,0,"https://www.thethirdturn.com/wiki/John_Totzke,_Jr./Results/Wisconsin_Challenge_Series/2004",0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,31,8,31,,Kirby Kurth,https://www.thethirdturn.com/wiki/Kirby_Kurth,226,,2,https://www.thethirdturn.com/wiki/Kirby_Kurth/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,32,8,32,,Kenny Richards,https://www.thethirdturn.com/wiki/Kenny_Richards,225,,3,https://www.thethirdturn.com/wiki/Kenny_Richards/Results/Wisconsin_Challenge_Series/2004,0,,0,,1,,,
2004,2004_wisconsin_challenge_series.html,3,33,8,33,,"Eugene Gregorich, Jr.","https://www.thethirdturn.com/wiki/Eugene_Gregorich,_Jr.",219,,3,"https://www.thethirdturn.com/wiki/Eugene_Gregorich,_Jr./Results/Wisconsin_Challenge_Series/2004",0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,34,8,34,,Rocky Breezer,https://www.thethirdturn.com/wiki/Rocky_Breezer,206,,1,https://www.thethirdturn.com/wiki/Rocky_Breezer/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,35,8,35,,Keith Bohmsach,https://www.thethirdturn.com/wiki/Keith_Bohmsach,203,,2,https://www.thethirdturn.com/wiki/Keith_Bohmsach/Results/Wisconsin_Challenge_Series/2004,0,,0,,1,,,
2004,2004_wisconsin_challenge_series.html,3,36,8,36,,Jeff Falbe,https://www.thethirdturn.com/wiki/Jeff_Falbe,197,,1,https://www.thethirdturn.com/wiki/Jeff_Falbe/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,37,8,37,,Judd Brandl,https://www.thethirdturn.com/wiki/Judd_Brandl,194,,2,https://www.thethirdturn.com/wiki/Judd_Brandl/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,38,8,38,,Rory Melbinger,https://www.thethirdturn.com/wiki/Rory_Melbinger,187,,3,https://www.thethirdturn.com/wiki/Rory_Melbinger/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,39,8,39,,Joe Krzykowski,https://www.thethirdturn.com/wiki/Joe_Krzykowski,181,,1,https://www.thethirdturn.com/wiki/Joe_Krzykowski/Results/Wisconsin_Challenge_Series/2004,0,,0,,1,,,
2004,2004_wisconsin_challenge_series.html,3,40,8,40,,John Fraiser,https://www.thethirdturn.com/wiki/John_Fraiser,179,,1,https://www.thethirdturn.com/wiki/John_Fraiser/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,41,8,41,,Pete Kempf,https://www.thethirdturn.com/wiki/Pete_Kempf,156,,0,https://www.thethirdturn.com/wiki/Pete_Kempf/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
2004,2004_wisconsin_challenge_series.html,3,42,8,42,,Steve Dobbratz,https://www.thethirdturn.com/wiki/Steve_Dobbratz,150,,1,https://www.thethirdturn.com/wiki/Steve_Dobbratz/Results/Wisconsin_Challenge_Series/2004,0,,0,,0,,,
